Cell type,Gene ID,Gene name,Gene biotype,FC,FDR,,,,,
Oligodendrocytes,ENSG00000147459,DOCK5,protein_coding,2.115309029,9.3978E-290,,,,,
Oligodendrocytes,ENSG00000075711,DLG1,protein_coding,2.212268905,1.2012E-286,,,,,
Oligodendrocytes,ENSG00000075539,FRYL,protein_coding,2.194164122,5.7219E-285,,,,,
Oligodendrocytes,ENSG00000134851,TMEM165,protein_coding,2.110692472,2.4518E-278,,,,,
Oligodendrocytes,ENSG00000099194,SCD,protein_coding,2.169082195,2.4526E-278,,,,,
Oligodendrocytes,ENSG00000106772,PRUNE2,protein_coding,2.189995042,1.3244E-273,,,,,
Oligodendrocytes,ENSG00000073417,PDE8A,protein_coding,2.114510138,3.7211E-269,,,,,
Oligodendrocytes,ENSG00000176658,MYO1D,protein_coding,2.229503554,4.1766E-265,,,,,
Oligodendrocytes,ENSG00000146592,CREB5,protein_coding,2.154205085,9.1721E-264,,,,,
Oligodendrocytes,ENSG00000174607,UGT8,protein_coding,1.943869887,1.8689E-256,,,,,
Oligodendrocytes,ENSG00000109846,CRYAB,protein_coding,2.116281699,3.3298E-255,,,,,
Oligodendrocytes,ENSG00000046653,GPM6B,protein_coding,1.884405039,5.0692E-255,,,,,
Oligodendrocytes,ENSG00000257585,LINC00609,lincRNA,2.041581146,5.433E-254,,,,,
Oligodendrocytes,ENSG00000164161,HHIP,protein_coding,1.950560707,1.2464E-249,,,,,
Oligodendrocytes,ENSG00000154678,PDE1C,protein_coding,2.17609106,1.8516E-249,,,,,
Oligodendrocytes,ENSG00000196104,SPOCK3,protein_coding,2.369141656,9.5298E-248,,,,,
Oligodendrocytes,ENSG00000183960,KCNH8,protein_coding,1.995047782,1.7214E-244,,,,,
Oligodendrocytes,ENSG00000033170,FUT8,protein_coding,2.005992897,4.5515E-244,,,,,
Oligodendrocytes,ENSG00000109654,TRIM2,protein_coding,1.971201217,1.299E-243,,,,,
Oligodendrocytes,ENSG00000145416,MARCH1,protein_coding,2.127622488,9.4268E-243,,,,,
Oligodendrocytes,ENSG00000152894,PTPRK,protein_coding,2.241271845,1.1235E-242,,,,,
Oligodendrocytes,ENSG00000150672,DLG2,protein_coding,1.027309847,4.931E-240,,,,,
Oligodendrocytes,ENSG00000139737,SLAIN1,protein_coding,1.99199934,7.1516E-240,,,,,
Oligodendrocytes,ENSG00000253877,LINC01608,lincRNA,1.918980833,2.362E-239,,,,,
Oligodendrocytes,ENSG00000169554,ZEB2,protein_coding,2.005985551,2.3023E-235,,,,,
Oligodendrocytes,ENSG00000114757,PEX5L,protein_coding,2.178685149,8.093E-235,,,,,
Oligodendrocytes,ENSG00000124406,ATP8A1,protein_coding,1.911393511,1.3685E-233,,,,,
Oligodendrocytes,ENSG00000176463,SLCO3A1,protein_coding,1.908792795,5.9367E-231,,,,,
Oligodendrocytes,ENSG00000168297,PXK,protein_coding,1.816250966,9.3425E-231,,,,,
Oligodendrocytes,ENSG00000150656,CNDP1,protein_coding,1.709801452,4.8081E-229,,,,,
Oligodendrocytes,ENSG00000071054,MAP4K4,protein_coding,1.863375187,4.0017E-228,,,,,
Oligodendrocytes,ENSG00000054690,PLEKHH1,protein_coding,1.707806729,3.0565E-224,,,,,
Oligodendrocytes,ENSG00000116675,DNAJC6,protein_coding,1.962915909,3.2192E-224,,,,,
Oligodendrocytes,ENSG00000107317,PTGDS,protein_coding,2.253224764,3.0771E-223,,,,,
Oligodendrocytes,ENSG00000140262,TCF12,protein_coding,1.937382467,5.0663E-221,,,,,
Oligodendrocytes,ENSG00000184144,CNTN2,protein_coding,1.751520921,2.0039E-218,,,,,
Oligodendrocytes,ENSG00000198597,ZNF536,protein_coding,1.992318463,4.2119E-218,,,,,
Oligodendrocytes,ENSG00000117266,CDK18,protein_coding,1.685431892,3.5282E-217,,,,,
Oligodendrocytes,ENSG00000144339,TMEFF2,protein_coding,2.101490337,5.4312E-214,,,,,
Oligodendrocytes,ENSG00000158865,SLC5A11,protein_coding,1.782287385,1.3576E-211,,,,,
Oligodendrocytes,ENSG00000154493,C10orf90,protein_coding,1.762996196,2.13E-210,,,,,
Oligodendrocytes,ENSG00000107331,ABCA2,protein_coding,1.785398967,3.6423E-209,,,,,
Oligodendrocytes,ENSG00000109458,GAB1,protein_coding,1.854059985,1.8462E-208,,,,,
Oligodendrocytes,ENSG00000105695,MAG,protein_coding,1.562744399,3.833E-204,,,,,
Oligodendrocytes,ENSG00000080822,CLDND1,protein_coding,1.645373516,3.3612E-203,,,,,
Oligodendrocytes,ENSG00000065809,FAM107B,protein_coding,1.604261632,5.4743E-203,,,,,
Oligodendrocytes,ENSG00000112851,ERBB2IP,protein_coding,1.781117838,6.198E-203,,,,,
Oligodendrocytes,ENSG00000141338,ABCA8,protein_coding,1.557809001,5.2891E-201,,,,,
Oligodendrocytes,ENSG00000197959,DNM3,protein_coding,1.54655336,1.6173E-199,,,,,
Oligodendrocytes,ENSG00000122545,SEPT7,protein_coding,1.609164933,6.6369E-197,,,,,
Oligodendrocytes,ENSG00000167123,CERCAM,protein_coding,1.60001835,5.7016E-196,,,,,
Oligodendrocytes,ENSG00000064042,LIMCH1,protein_coding,1.775635669,1.7402E-192,,,,,
Oligodendrocytes,ENSG00000151320,AKAP6,protein_coding,1.649122804,3.8939E-192,,,,,
Oligodendrocytes,ENSG00000153707,PTPRD,protein_coding,1.40512494,5.2021E-191,,,,,
Oligodendrocytes,ENSG00000198121,LPAR1,protein_coding,1.561827183,5.8753E-191,,,,,
Oligodendrocytes,ENSG00000186231,KLHL32,protein_coding,1.790119875,3.9544E-190,,,,,
Oligodendrocytes,ENSG00000144036,EXOC6B,protein_coding,1.647892833,1.551E-189,,,,,
Oligodendrocytes,ENSG00000005893,LAMP2,protein_coding,1.611742852,5.0013E-188,,,,,
Oligodendrocytes,ENSG00000084453,SLCO1A2,protein_coding,1.463071877,1.1676E-187,,,,,
Oligodendrocytes,ENSG00000163539,CLASP2,protein_coding,1.363769356,1.8873E-187,,,,,
Oligodendrocytes,ENSG00000078269,SYNJ2,protein_coding,1.669413381,3.2978E-187,,,,,
Oligodendrocytes,ENSG00000100142,POLR2F,protein_coding,1.522299082,7.9983E-186,,,,,
Oligodendrocytes,ENSG00000165959,CLMN,protein_coding,1.496622087,5.7655E-183,,,,,
Oligodendrocytes,ENSG00000028116,VRK2,protein_coding,1.531237899,1.1837E-180,,,,,
Oligodendrocytes,ENSG00000039319,ZFYVE16,protein_coding,1.59640666,2.1992E-179,,,,,
Oligodendrocytes,ENSG00000075651,PLD1,protein_coding,1.483518879,4.784E-178,,,,,
Oligodendrocytes,ENSG00000047365,ARAP2,protein_coding,1.764239974,5.8213E-177,,,,,
Oligodendrocytes,ENSG00000140479,PCSK6,protein_coding,1.559429513,2.6564E-176,,,,,
Oligodendrocytes,ENSG00000144283,PKP4,protein_coding,1.801203116,4.7912E-176,,,,,
Oligodendrocytes,ENSG00000104067,TJP1,protein_coding,1.653745663,9.5368E-176,,,,,
Oligodendrocytes,ENSG00000177570,SAMD12,protein_coding,1.835848158,3.3628E-175,,,,,
Oligodendrocytes,ENSG00000172508,CARNS1,protein_coding,1.38504719,7.8306E-175,,,,,
Oligodendrocytes,ENSG00000186417,GLDN,protein_coding,1.394064905,1.5834E-170,,,,,
Oligodendrocytes,ENSG00000167641,PPP1R14A,protein_coding,1.452265042,2.7608E-169,,,,,
Oligodendrocytes,ENSG00000122367,LDB3,protein_coding,1.337788944,3.0078E-169,,,,,
Oligodendrocytes,ENSG00000169398,PTK2,protein_coding,1.545758675,7.9708E-169,,,,,
Oligodendrocytes,ENSG00000148180,GSN,protein_coding,1.521760487,3.5313E-168,,,,,
Oligodendrocytes,ENSG00000146122,DAAM2,protein_coding,1.463560938,5.1834E-168,,,,,
Oligodendrocytes,ENSG00000204655,MOG,protein_coding,1.257162779,1.1689E-167,,,,,
Oligodendrocytes,ENSG00000197430,OPALIN,protein_coding,1.324414217,1.319E-167,,,,,
Oligodendrocytes,ENSG00000148541,FAM13C,protein_coding,1.516796996,6.1438E-165,,,,,
Oligodendrocytes,ENSG00000188153,COL4A5,protein_coding,1.37924114,1.6008E-164,,,,,
Oligodendrocytes,ENSG00000064651,SLC12A2,protein_coding,1.573378091,6.6645E-164,,,,,
Oligodendrocytes,ENSG00000124920,MYRF,protein_coding,1.266497593,1.7473E-163,,,,,
Oligodendrocytes,ENSG00000136237,RAPGEF5,protein_coding,1.804150691,2.7869E-159,,,,,
Oligodendrocytes,ENSG00000066084,DIP2B,protein_coding,1.496799921,1.0524E-158,,,,,
Oligodendrocytes,ENSG00000108381,ASPA,protein_coding,1.284651372,2.1467E-158,,,,,
Oligodendrocytes,ENSG00000129538,RNASE1,protein_coding,1.28747297,3.9497E-158,,,,,
Oligodendrocytes,ENSG00000135049,AGTPBP1,protein_coding,1.562473697,4.7326E-158,,,,,
Oligodendrocytes,ENSG00000011426,ANLN,protein_coding,1.273794652,2.6678E-157,,,,,
Oligodendrocytes,ENSG00000123684,LPGAT1,protein_coding,1.435116739,3.3311E-155,,,,,
Oligodendrocytes,ENSG00000139793,MBNL2,protein_coding,1.579157036,4.0929E-154,,,,,
Oligodendrocytes,ENSG00000196814,MVB12B,protein_coding,1.390480712,4.1287E-154,,,,,
Oligodendrocytes,ENSG00000148120,C9orf3,protein_coding,1.581843369,3.1467E-153,,,,,
Oligodendrocytes,ENSG00000080815,PSEN1,protein_coding,1.397435344,2.0747E-152,,,,,
Oligodendrocytes,ENSG00000155111,CDK19,protein_coding,1.490370239,2.4867E-152,,,,,
Oligodendrocytes,ENSG00000012983,MAP4K5,protein_coding,1.46926497,3.0859E-152,,,,,
Oligodendrocytes,ENSG00000064787,BCAS1,protein_coding,1.466437846,7.6214E-152,,,,,
Oligodendrocytes,ENSG00000026652,AGPAT4,protein_coding,1.415166519,9.8869E-152,,,,,
Oligodendrocytes,ENSG00000170775,GPR37,protein_coding,1.245705377,1.2256E-150,,,,,
Oligodendrocytes,ENSG00000001629,ANKIB1,protein_coding,1.514551347,1.6225E-150,,,,,
Oligodendrocytes,ENSG00000163602,RYBP,protein_coding,1.343116265,3.7099E-150,,,,,
Oligodendrocytes,ENSG00000107863,ARHGAP21,protein_coding,1.514011613,6.5949E-150,,,,,
Oligodendrocytes,ENSG00000166086,JAM3,protein_coding,1.345702751,1.0906E-149,,,,,
Oligodendrocytes,ENSG00000207955,MIR219A2,lincRNA,1.235395672,1.212E-149,,,,,
Oligodendrocytes,ENSG00000086205,FOLH1,protein_coding,1.137175171,9.6019E-148,,,,,
Oligodendrocytes,ENSG00000151552,QDPR,protein_coding,1.412425478,3.1866E-146,,,,,
Oligodendrocytes,ENSG00000117569,PTBP2,protein_coding,1.392392801,1.3743E-145,,,,,
Oligodendrocytes,ENSG00000151572,ANO4,protein_coding,1.670299486,2.2602E-145,,,,,
Oligodendrocytes,ENSG00000249853,HS3ST5,protein_coding,1.526761087,1.2385E-144,,,,,
Oligodendrocytes,ENSG00000176485,PLA2G16,protein_coding,1.227466284,1.6673E-144,,,,,
Oligodendrocytes,ENSG00000250722,SEPP1,protein_coding,1.217963525,1.772E-144,,,,,
Oligodendrocytes,ENSG00000103089,FA2H,protein_coding,1.232421842,4.4284E-143,,,,,
Oligodendrocytes,ENSG00000251562,MALAT1,lincRNA,1.122040467,1.4661E-142,,,,,
Oligodendrocytes,ENSG00000259070,LINC00639,lincRNA,1.243023121,2.0912E-142,,,,,
Oligodendrocytes,ENSG00000152910,CNTNAP4,protein_coding,1.633401345,1.0108E-140,,,,,
Oligodendrocytes,ENSG00000136541,ERMN,protein_coding,1.110198402,2.4492E-139,,,,,
Oligodendrocytes,ENSG00000140575,IQGAP1,protein_coding,1.247068447,4.7255E-139,,,,,
Oligodendrocytes,ENSG00000172005,MAL,protein_coding,1.139412368,7.811E-139,,,,,
Oligodendrocytes,ENSG00000198756,COLGALT2,protein_coding,1.305282673,2.7788E-137,,,,,
Oligodendrocytes,ENSG00000115365,LANCL1,protein_coding,1.407021563,1.2516E-136,,,,,
Oligodendrocytes,ENSG00000243444,PALM2,protein_coding,1.261145639,1.8442E-135,,,,,
Oligodendrocytes,ENSG00000166348,USP54,protein_coding,1.299845608,1.4152E-134,,,,,
Oligodendrocytes,ENSG00000187764,SEMA4D,protein_coding,1.302890452,4.2185E-134,,,,,
Oligodendrocytes,ENSG00000106078,COBL,protein_coding,1.384929007,4.119E-133,,,,,
Oligodendrocytes,ENSG00000064393,HIPK2,protein_coding,1.302819086,7.6837E-133,,,,,
Oligodendrocytes,ENSG00000127946,HIP1,protein_coding,1.423282062,1.8745E-132,,,,,
Oligodendrocytes,ENSG00000169918,OTUD7A,protein_coding,1.350588893,3.5181E-131,,,,,
Oligodendrocytes,ENSG00000138593,SECISBP2L,protein_coding,1.333045581,4.5068E-131,,,,,
Oligodendrocytes,ENSG00000154027,AK5,protein_coding,1.583255462,2.3491E-130,,,,,
Oligodendrocytes,ENSG00000073921,PICALM,protein_coding,1.393020485,3.5428E-130,,,,,
Oligodendrocytes,ENSG00000125703,ATG4C,protein_coding,1.274233536,3.7603E-130,,,,,
Oligodendrocytes,ENSG00000075292,ZNF638,protein_coding,1.297874861,5.9848E-130,,,,,
Oligodendrocytes,ENSG00000181409,AATK,protein_coding,1.252884428,5.8953E-129,,,,,
Oligodendrocytes,ENSG00000109686,SH3D19,protein_coding,1.449397762,7.7231E-128,,,,,
Oligodendrocytes,ENSG00000229989,MIR181A1HG,lincRNA,1.369856883,2.2137E-127,,,,,
Oligodendrocytes,ENSG00000151914,DST,protein_coding,1.113724899,1.1284E-126,,,,,
Oligodendrocytes,ENSG00000141298,SSH2,protein_coding,1.424595774,2.4576E-126,,,,,
Oligodendrocytes,ENSG00000163697,APBB2,protein_coding,1.451132052,3.3905E-125,,,,,
Oligodendrocytes,ENSG00000187239,FNBP1,protein_coding,1.379266882,2.133E-124,,,,,
Oligodendrocytes,ENSG00000253807,LINC01170,lincRNA,1.237684293,1.0429E-122,,,,,
Oligodendrocytes,ENSG00000158352,SHROOM4,protein_coding,1.163417788,1.0475E-122,,,,,
Oligodendrocytes,ENSG00000157483,MYO1E,protein_coding,1.164527565,3.8721E-122,,,,,
Oligodendrocytes,ENSG00000165566,AMER2,protein_coding,1.184486941,4.0923E-122,,,,,
Oligodendrocytes,ENSG00000118785,SPP1,protein_coding,1.104504082,7.9735E-122,,,,,
Oligodendrocytes,ENSG00000228624,RP3-399L15.3,antisense,1.192180048,8.615E-122,,,,,
Oligodendrocytes,ENSG00000113269,RNF130,protein_coding,1.286783351,3.6167E-121,,,,,
Oligodendrocytes,ENSG00000197892,KIF13B,protein_coding,1.183646957,2.2243E-120,,,,,
Oligodendrocytes,ENSG00000180776,ZDHHC20,protein_coding,1.117894012,6.9906E-120,,,,,
Oligodendrocytes,ENSG00000157985,AGAP1,protein_coding,1.404081428,8.6187E-120,,,,,
Oligodendrocytes,ENSG00000115355,CCDC88A,protein_coding,1.293302752,5.7573E-119,,,,,
Oligodendrocytes,ENSG00000215158,RP11-1023L17.1,transcribed_unprocessed_pseudogene,1.091176074,8.3235E-118,,,,,
Oligodendrocytes,ENSG00000164627,KIF6,protein_coding,1.075489695,1.6971E-117,,,,,
Oligodendrocytes,ENSG00000228842,PCDH9-AS2,antisense,1.458676507,3.9199E-117,,,,,
Oligodendrocytes,ENSG00000277363,SRCIN1,protein_coding,1.210487716,4.491E-116,,,,,
Oligodendrocytes,ENSG00000111912,NCOA7,protein_coding,1.270947958,8.0439E-114,,,,,
Oligodendrocytes,ENSG00000127955,GNAI1,protein_coding,1.206063316,9.3057E-114,,,,,
Oligodendrocytes,ENSG00000120162,MOB3B,protein_coding,1.211940602,1.8209E-113,,,,,
Oligodendrocytes,ENSG00000077157,PPP1R12B,protein_coding,1.243867479,2.3457E-113,,,,,
Oligodendrocytes,ENSG00000105290,APLP1,protein_coding,1.460863349,6.497E-113,,,,,
Oligodendrocytes,ENSG00000163531,NFASC,protein_coding,1.235122113,1.6546E-112,,,,,
Oligodendrocytes,ENSG00000101445,PPP1R16B,protein_coding,1.154685369,3.4269E-112,,,,,
Oligodendrocytes,ENSG00000019144,PHLDB1,protein_coding,1.093286683,3.8081E-112,,,,,
Oligodendrocytes,ENSG00000198822,GRM3,protein_coding,1.533099289,1.4232E-111,,,,,
Oligodendrocytes,ENSG00000108387,SEPT4,protein_coding,1.042858181,3.0922E-111,,,,,
Oligodendrocytes,ENSG00000168785,TSPAN5,protein_coding,1.359988179,1.5917E-110,,,,,
Oligodendrocytes,ENSG00000118515,SGK1,protein_coding,1.359435606,2.1746E-110,,,,,
Oligodendrocytes,ENSG00000100242,SUN2,protein_coding,1.077937408,2.554E-110,,,,,
Oligodendrocytes,ENSG00000176771,NCKAP5,protein_coding,1.404032196,9.7509E-110,,,,,
Oligodendrocytes,ENSG00000033327,GAB2,protein_coding,1.282475054,4.101E-109,,,,,
Oligodendrocytes,ENSG00000134243,SORT1,protein_coding,1.155762103,4.8285E-109,,,,,
Oligodendrocytes,ENSG00000107798,LIPA,protein_coding,1.118619911,1.2901E-108,,,,,
Oligodendrocytes,ENSG00000066468,FGFR2,protein_coding,1.143434423,1.8244E-108,,,,,
Oligodendrocytes,ENSG00000154153,FAM134B,protein_coding,1.125413175,4.2832E-108,,,,,
Oligodendrocytes,ENSG00000223482,NUTM2A-AS1,antisense,1.178027774,1.2535E-107,,,,,
Oligodendrocytes,ENSG00000178425,NT5DC1,protein_coding,1.052189046,1.3944E-107,,,,,
Oligodendrocytes,ENSG00000082996,RNF13,protein_coding,1.155434242,5.4468E-107,,,,,
Oligodendrocytes,ENSG00000106069,CHN2,protein_coding,1.256338551,1.105E-106,,,,,
Oligodendrocytes,ENSG00000109046,WSB1,protein_coding,1.218152009,1.1332E-106,,,,,
Oligodendrocytes,ENSG00000129422,MTUS1,protein_coding,1.15677355,2.8205E-105,,,,,
Oligodendrocytes,ENSG00000118985,ELL2,protein_coding,1.161150066,1.3314E-104,,,,,
Oligodendrocytes,ENSG00000006831,ADIPOR2,protein_coding,1.064988969,1.366E-104,,,,,
Oligodendrocytes,ENSG00000111110,PPM1H,protein_coding,1.121804142,1.1333E-102,,,,,
Oligodendrocytes,ENSG00000078124,ACER3,protein_coding,1.041852062,2.4405E-100,,,,,
Oligodendrocytes,ENSG00000115252,PDE1A,protein_coding,1.580709152,7.9488E-100,,,,,
Oligodendrocytes,ENSG00000227110,LMCD1-AS1,antisense,1.139201717,8.1903E-100,,,,,
Oligodendrocytes,ENSG00000181722,ZBTB20,protein_coding,1.448739095,1.7877E-99,,,,,
Oligodendrocytes,ENSG00000167191,GPRC5B,protein_coding,1.117006464,4.2224E-99,,,,,
Oligodendrocytes,ENSG00000197601,FAR1,protein_coding,1.036910911,1.13999E-97,,,,,
Oligodendrocytes,ENSG00000154654,NCAM2,protein_coding,1.242927263,1.36015E-97,,,,,
Oligodendrocytes,ENSG00000189058,APOD,protein_coding,1.169706291,2.61216E-95,,,,,
Oligodendrocytes,ENSG00000151240,DIP2C,protein_coding,1.158124347,2.79876E-94,,,,,
Oligodendrocytes,ENSG00000120658,ENOX1,protein_coding,1.37940525,5.39823E-94,,,,,
Oligodendrocytes,ENSG00000138411,HECW2,protein_coding,1.355997918,2.49791E-93,,,,,
Oligodendrocytes,ENSG00000182771,GRID1,protein_coding,1.134233783,3.16078E-93,,,,,
Oligodendrocytes,ENSG00000141447,OSBPL1A,protein_coding,1.171182799,3.38107E-92,,,,,
Oligodendrocytes,ENSG00000242808,SOX2-OT,sense_overlapping,1.328836932,2.55323E-91,,,,,
Oligodendrocytes,ENSG00000177103,DSCAML1,protein_coding,1.196943474,4.51349E-91,,,,,
Oligodendrocytes,ENSG00000149571,KIRREL3,protein_coding,1.532680352,1.27774E-90,,,,,
Oligodendrocytes,ENSG00000184005,ST6GALNAC3,protein_coding,1.255623823,4.69202E-90,,,,,
Oligodendrocytes,ENSG00000118322,ATP10B,protein_coding,1.00914347,6.46202E-90,,,,,
Oligodendrocytes,ENSG00000067141,NEO1,protein_coding,1.032971637,4.4954E-86,,,,,
Oligodendrocytes,ENSG00000158321,AUTS2,protein_coding,1.006227679,8.75815E-84,,,,,
Oligodendrocytes,ENSG00000170017,ALCAM,protein_coding,1.27092836,3.91868E-83,,,,,
Oligodendrocytes,ENSG00000136717,BIN1,protein_coding,1.021834656,6.84726E-83,,,,,
Oligodendrocytes,ENSG00000226994,AC012593.1,lincRNA,1.028670326,5.99149E-82,,,,,
Oligodendrocytes,ENSG00000088387,DOCK9,protein_coding,1.088953145,2.91141E-81,,,,,
Oligodendrocytes,ENSG00000182247,UBE2E2,protein_coding,1.13567465,3.26184E-81,,,,,
Oligodendrocytes,ENSG00000141376,BCAS3,protein_coding,1.054024812,1.3218E-79,,,,,
Oligodendrocytes,ENSG00000231607,DLEU2,antisense,1.036704405,1.16929E-76,,,,,
Oligodendrocytes,ENSG00000102452,NALCN,protein_coding,1.028208779,2.90677E-75,,,,,
Oligodendrocytes,ENSG00000187514,PTMA,protein_coding,1.039250486,3.01165E-75,,,,,
Oligodendrocytes,ENSG00000152377,SPOCK1,protein_coding,1.130472832,4.83804E-73,,,,,
Oligodendrocytes,ENSG00000183580,FBXL7,protein_coding,1.123187224,3.60971E-70,,,,,
Oligodendrocytes,ENSG00000153956,CACNA2D1,protein_coding,1.139787218,1.06868E-65,,,,,
Oligodendrocytes,ENSG00000245532,NEAT1,lincRNA,1.027394293,2.2685E-62,,,,,
Oligodendrocytes,ENSG00000167996,FTH1,protein_coding,1.0133517,3.02208E-55,,,,,
OPC,ENSG00000038427,VCAN,protein_coding,2.839090818,0,,,,,
OPC,ENSG00000072134,EPN2,protein_coding,2.548995042,0,,,,,
OPC,ENSG00000103489,XYLT1,protein_coding,3.122129421,0,,,,,
OPC,ENSG00000106278,PTPRZ1,protein_coding,3.950034689,0,,,,,
OPC,ENSG00000110693,SOX6,protein_coding,3.146820979,0,,,,,
OPC,ENSG00000112902,SEMA5A,protein_coding,2.742133524,0,,,,,
OPC,ENSG00000116147,TNR,protein_coding,3.842179357,0,,,,,
OPC,ENSG00000122584,NXPH1,protein_coding,2.682698297,0,,,,,
OPC,ENSG00000130226,DPP6,protein_coding,2.083156582,0,,,,,
OPC,ENSG00000139910,NOVA1,protein_coding,2.315525439,0,,,,,
OPC,ENSG00000139915,MDGA2,protein_coding,1.794864245,0,,,,,
OPC,ENSG00000147481,SNTG1,protein_coding,2.257270197,0,,,,,
OPC,ENSG00000148948,LRRC4C,protein_coding,3.313111073,0,,,,,
OPC,ENSG00000150275,PCDH15,protein_coding,4.666754323,0,,,,,
OPC,ENSG00000152208,GRID2,protein_coding,2.698494601,0,,,,,
OPC,ENSG00000154975,CA10,protein_coding,2.802343616,0,,,,,
OPC,ENSG00000156103,MMP16,protein_coding,3.184838432,0,,,,,
OPC,ENSG00000157985,AGAP1,protein_coding,2.149180341,0,,,,,
OPC,ENSG00000162670,BRINP3,protein_coding,2.383982216,0,,,,,
OPC,ENSG00000168702,LRP1B,protein_coding,1.797276436,0,,,,,
OPC,ENSG00000169760,NLGN1,protein_coding,2.259847245,0,,,,,
OPC,ENSG00000171310,CHST11,protein_coding,2.497827932,0,,,,,
OPC,ENSG00000171587,DSCAM,protein_coding,3.910789694,0,,,,,
OPC,ENSG00000176204,LRRTM4,protein_coding,2.104038853,0,,,,,
OPC,ENSG00000183117,CSMD1,protein_coding,1.951497693,0,,,,,
OPC,ENSG00000183715,OPCML,protein_coding,2.358799888,0,,,,,
OPC,ENSG00000184384,MAML2,protein_coding,2.489471461,0,,,,,
OPC,ENSG00000184408,KCND2,protein_coding,2.581677194,0,,,,,
OPC,ENSG00000185774,KCNIP4,protein_coding,2.147086511,0,,,,,
OPC,ENSG00000187323,DCC,protein_coding,2.61339839,0,,,,,
OPC,ENSG00000187398,LUZP2,protein_coding,3.439266956,0,,,,,
OPC,ENSG00000187416,LHFPL3,protein_coding,5.083180372,0,,,,,
OPC,ENSG00000189337,KAZN,protein_coding,2.391984724,0,,,,,
OPC,ENSG00000196376,SLC35F1,protein_coding,2.467706947,0,,,,,
OPC,ENSG00000278254,RP4-668E10.4,lincRNA,2.541311231,0,,,,,
OPC,ENSG00000164796,CSMD3,protein_coding,1.926050222,9.9749E-292,,,,,
OPC,ENSG00000242808,SOX2-OT,sense_overlapping,2.403835752,4.3414E-291,,,,,
OPC,ENSG00000227036,LINC00511,lincRNA,1.935508907,4.4323E-284,,,,,
OPC,ENSG00000179915,NRXN1,protein_coding,1.46735972,7.5575E-274,,,,,
OPC,ENSG00000153823,PID1,protein_coding,2.044887863,1.5967E-272,,,,,
OPC,ENSG00000171189,GRIK1,protein_coding,1.908272459,6.1078E-271,,,,,
OPC,ENSG00000137177,KIF13A,protein_coding,1.977914385,6.7616E-262,,,,,
OPC,ENSG00000102466,FGF14,protein_coding,1.388335873,2.1557E-260,,,,,
OPC,ENSG00000100095,SEZ6L,protein_coding,2.056676264,1.0379E-255,,,,,
OPC,ENSG00000147044,CASK,protein_coding,1.958200557,8.2323E-254,,,,,
OPC,ENSG00000148516,ZEB1,protein_coding,1.972373966,2.1234E-252,,,,,
OPC,ENSG00000132692,BCAN,protein_coding,1.641144666,2.292E-245,,,,,
OPC,ENSG00000185736,ADARB2,protein_coding,1.568887364,9.4258E-245,,,,,
OPC,ENSG00000114279,FGF12,protein_coding,1.618757754,3.7869E-244,,,,,
OPC,ENSG00000169946,ZFPM2,protein_coding,2.033503759,3.824E-241,,,,,
OPC,ENSG00000134853,PDGFRA,protein_coding,1.284405443,9.6102E-240,,,,,
OPC,ENSG00000157890,MEGF11,protein_coding,1.542703621,1.9943E-239,,,,,
OPC,ENSG00000162631,NTNG1,protein_coding,1.855614214,2.5544E-239,,,,,
OPC,ENSG00000060718,COL11A1,protein_coding,1.831453185,1.0497E-237,,,,,
OPC,ENSG00000009413,REV3L,protein_coding,1.852702717,9.9624E-237,,,,,
OPC,ENSG00000079482,OPHN1,protein_coding,1.871877801,2.1352E-236,,,,,
OPC,ENSG00000150471,ADGRL3,protein_coding,1.21512788,5.2324E-235,,,,,
OPC,ENSG00000145284,SCD5,protein_coding,1.770868116,7.3456E-233,,,,,
OPC,ENSG00000198732,SMOC1,protein_coding,1.472447808,9.9096E-233,,,,,
OPC,ENSG00000185053,SGCZ,protein_coding,2.097936967,2.4606E-226,,,,,
OPC,ENSG00000134369,NAV1,protein_coding,1.775336389,2.9479E-224,,,,,
OPC,ENSG00000112280,COL9A1,protein_coding,1.281163023,1.8003E-223,,,,,
OPC,ENSG00000148123,PLPPR1,protein_coding,1.757806589,1.6918E-219,,,,,
OPC,ENSG00000196277,GRM7,protein_coding,1.776198525,2.1502E-216,,,,,
OPC,ENSG00000185942,NKAIN3,protein_coding,1.774549701,7.4337E-214,,,,,
OPC,ENSG00000182667,NTM,protein_coding,1.512638048,1.5809E-210,,,,,
OPC,ENSG00000169302,STK32A,protein_coding,1.197437192,1.2307E-209,,,,,
OPC,ENSG00000148219,ASTN2,protein_coding,1.835539783,2.3865E-207,,,,,
OPC,ENSG00000237978,KCNMB2-AS1,antisense,1.742619223,4.7297E-207,,,,,
OPC,ENSG00000175928,LRRN1,protein_coding,1.496320988,8.5675E-199,,,,,
OPC,ENSG00000133401,PDZD2,protein_coding,1.826057139,1.3386E-198,,,,,
OPC,ENSG00000144278,GALNT13,protein_coding,1.805556267,2.5079E-197,,,,,
OPC,ENSG00000257842,NOVA1-AS1,antisense,1.239137145,4.1487E-196,,,,,
OPC,ENSG00000114166,KAT2B,protein_coding,1.50021116,3.2484E-194,,,,,
OPC,ENSG00000144285,SCN1A,protein_coding,1.734120223,1.9887E-188,,,,,
